id,nom,segment,agence_id,encours,score,statut,email,telephone
CLI-10552,Hassan Guedira,Particuliers,AG-001,1881362.61,83,Actif,client552@email.com,0061235916
CLI-10553,Hind Bencheikh,Professionnels,AG-005,940224.49,49,A risque,client553@email.com,0066495235
CLI-10554,Driss El Fassi,Grandes Entreprises,AG-001,80725514.44,54,A risque,client554@email.com,0070262199
CLI-10555,Omar Fassi-Fihri,PME,AG-005,2626555.6,39,A risque,client555@email.com,0070435660
CLI-10556,Abdellah Fikri,Professionnels,AG-002,833445.73,70,Actif,client556@email.com,0068131870
CLI-10557,Leila Idrissi,Particuliers,AG-008,287896.17,48,A risque,client557@email.com,0067235181
CLI-10558,Fatima Ouazzani,,AG-003,387111.97,81,Actif,client558@email.com,0070418030
CLI-10559,Hassan Fassi-Fihri,PME,AG-004,3557847.73,22,Defaut,client559@email.com,0064329495
CLI-10560,Mehdi Ouazzani,,AG-003,4382288.66,64,Actif,client560@email.com,0069226632
CLI-10561,Meryem El Amrani,PME,AG-007,2942106.82,36,A risque,client561@email.com,0062372784
CLI-10562,Driss Balafrej,PME,AG-006,3359880.43,66,Actif,client562@email.com,0065598883
CLI-10563,Mohamed Lamrani,Particuliers,AG-008,514931.4,69,Actif,client563@email.com,0067542184
CLI-10564,Hind Sbihi,Particuliers,AG-002,387849.41,35,A risque,client564@email.com,0066801610
CLI-10565,Noureddine Ouazzani,Professionnels,AG-002,1709154.77,76,Actif,client565@email.com,0067905058
CLI-10566,Youssef Hakim,Particuliers,AG-001,311647.45,52,A risque,client566@email.com,0069595663
CLI-10567,Hassan Benjelloun,Particuliers,AG-005,782808.29,64,Actif,client567@email.com,0068946527
CLI-10568,Driss Slaoui,Particuliers,AG-002,1013205.53,63,Actif,client568@email.com,0070648933
CLI-10569,Said Sbihi,Particuliers,AG-007,8728.33,64,Actif,client569@email.com,0068407444
CLI-10570,Hind Idrissi,Particuliers,AG-001,1018632.74,80,Actif,client570@email.com,0066248471
CLI-10571,Hicham Mouline,Bancassurance,AG-005,1955225.72,100,Actif,client571@email.com,0062768821
CLI-10572,Ahmed Erraji,PME,AG-005,7473299.42,48,A risque,client572@email.com,0069844988
CLI-10573,Ahmed Fassi-Fihri,Particuliers,AG-001,706929.73,81,Actif,client573@email.com,0066474731
CLI-10574,Omar Zniber,PME,AG-005,6205827.06,38,A risque,client574@email.com,0061907084
CLI-10575,Rachid Jai,Particuliers,AG-004,546113.4,80,Actif,client575@email.com,0065422688
CLI-10576,Amine Tazi,Particuliers,AG-001,384656.84,72,Actif,client576@email.com,0070299467
CLI-10577,Asmaa Mouline,Particuliers,AG-005,379147.39,72,Actif,client577@email.com,0062288629
CLI-10578,Nadia Fikri,Particuliers,AG-002,851083.45,27,Defaut,pas_un_email,0072913136
CLI-10579,Hind Ouazzani,Particuliers,AG-001,1973709.14,41,A risque,client579@email.com,0069395897
CLI-10580,Khadija Bencheikh,Professionnels,AG-001,174723.66,71,Actif,client580@email.com,0068589650
CLI-10581,Rachid El Fassi,Particuliers,AG-001,1279937.36,40,A risque,client581@email.com,0071445244
CLI-10582,Khadija Erraji,Particuliers,AG-004,434783.99,89,Actif,client582@email.com,0064968534
CLI-10583,Soukaina Kabbaj,Particuliers,AG-016,19104.61,64,Actif,client583@email.com,0067227723
CLI-10584,Soukaina Balafrej,Particuliers,AG-005,49805.54,62,Actif,client584@email.com,0070211786
CLI-10585,Abdellah Fassi-Fihri,PME,AG-005,1637923.38,77,Actif,client585@email.com,0071928233
CLI-10586,Soukaina Erraji,PME,AG-001,2055483.48,76,Actif,client586@email.com,0068456498
CLI-10587,Hassan Mouline,Particuliers,AG-006,717126.54,78,Actif,client587@email.com,0065433266
CLI-10588,Khalid Lamrani,Particuliers,AG-001,1351822.45,68,Actif,client588@email.com,0062287965
CLI-10589,Youssef El Amrani,PME,AG-010,2328243.78,57,A risque,client589@email.com,0065671273
CLI-10590,Mohamed Slaoui,PME,AG-011,569551.14,56,A risque,client590@email.com,0072526083
CLI-10591,Noureddine Fassi-Fihri,Particuliers,AG-006,586527.99,38,A risque,client591@email.com,0062793810
CLI-10592,Noureddine Alaoui,PME,AG-003,8617328.42,68,Actif,client592@email.com,0066529748
CLI-10593,Omar Sbihi,Particuliers,AG-013,29424.34,17,Defaut,client593@email.com,0068479235
CLI-10594,Hassan El Amrani,PME,AG-001,18700222.95,42,A risque,client594@email.com,0071985572
CLI-10595,Mehdi Mouline,Particuliers,AG-001,515848.46,100,Actif,client595@email.com,0067187992
CLI-10596,Imane Alaoui,Particuliers,AG-007,438189.71,71,Actif,client596@email.com,0061531753
CLI-10597,Hassan Alaoui,PME,AG-001,18167656.6,9,Defaut,client597@email.com,0069298439
CLI-10598,Leila Benjelloun,Particuliers,AG-003,835672.01,,A risque,client598@email.com,0070154199
CLI-10599,Imane Lamrani,Particuliers,AG-007,33289.58,35,A risque,client599@email.com,0062247386
CLI-10600,Abdellah Bencheikh,Particuliers,AG-006,585991.45,40,A risque,client600@email.com,0072966151
CLI-10601,Youssef Guedira,Professionnels,AG-001,2365931.4,76,Actif,client601@email.com,0066182545
CLI-10602,Imane El Amrani,Particuliers,AG-002,323966.79,32,Defaut,client602@email.com,0070152722
CLI-10603,Said Fassi-Fihri,Particuliers,AG-006,136562.54,59,A risque,client603@email.com,0062938546
CLI-10604,Said Berrada,PME,AG-006,1627244.73,52,A risque,client604@email.com,0071447667
CLI-10605,Mohamed Sbihi,Particuliers,AG-004,608588.38,71,Actif,client605@email.com,0071485463
CLI-10606,Driss El Amrani,Particuliers,AG-001,222534.64,81,Actif,client606@email.com,0066797438
CLI-10607,Soukaina Alaoui,Particuliers,AG-001,2015450.66,-5,Actif,client607@email.com,0068733230
CLI-10608,Amina Tazi,Particuliers,AG-001,1292946.95,35,A risque,client608@email.com,0068152316
CLI-10609,Salma Bencheikh,Particuliers,AG-001,939662.11,73,Actif,client609@email.com,0070516335
CLI-10610,Hicham Idrissi,Particuliers,AG-001,493864.36,67,Actif,client610@email.com,0064623558
CLI-10611,Salma Balafrej,Professionnels,AG-003,816197.28,93,Actif,client611@email.com,0067572768
CLI-10612,Youssef El Fassi,Particuliers,AG-014,49723.78,94,Actif,client612@email.com,0072821745
CLI-10613,Amina Berrada,Particuliers,AG-002,778995.88,41,A risque,client613@email.com,0071883183
CLI-10614,Salma Berrada,Particuliers,AG-008,268839.41,93,Actif,client614@email.com,0068451164
CLI-10615,Fatima Slaoui,Particuliers,AG-002,1170985.97,100,Actif,client615@email.com,0061631515
CLI-10616,Amina Bennani,PME,AG-002,10569715.68,32,Defaut,client616@email.com,0068734020
CLI-10617,Omar Fassi-Fihri,Particuliers,AG-002,1278674.9,53,A risque,client617@email.com,0061719549
CLI-10618,Imane Fikri,PME,AG-003,8988494.38,62,Actif,client618@email.com,0068276133
CLI-10619,Meryem Jai,Particuliers,AG-005,750185.56,49,A risque,client619@email.com,0069144764
CLI-10620,Salma Alaoui,PME,AG-004,1452593.7,39,A risque,client620@email.com,0071208952
CLI-10621,Leila Sbihi,Particuliers,AG-010,188814.39,78,Actif,client621@email.com,0061565632
CLI-10622,Leila Mouline,PME,AG-003,1471500.09,57,A risque,client622@email.com,0066407924
CLI-10623,Soukaina Guedira,Professionnels,AG-006,1037956.1,59,A risque,client623@email.com,0066554474
CLI-10624,Soukaina Sbihi,Particuliers,AG-001,1024710.06,33,Defaut,client624@email.com,0069257078
CLI-10625,Hassan Ouazzani,Particuliers,AG-002,1252298.74,49,A risque,client625@email.com,0062346821
CLI-10626,Fatima Benjelloun,Grandes Entreprises,AG-001,16005254.15,50,A risque,client626@email.com,0065249928
CLI-10627,Driss El Amrani,PME,AG-003,5086671.57,39,A risque,,0063705463
CLI-10628,Nadia Erraji,Professionnels,AG-001,3277752.15,100,Actif,client628@email.com,0069925262
CLI-10629,Imane Hakim,Particuliers,AG-006,398961.25,50,A risque,client629@email.com,0068488226
CLI-10630,Driss Tazi,Particuliers,AG-001,2019867.2,42,A risque,client630@email.com,0061285546
CLI-10631,Abdellah Alaoui,Particuliers,AG-001,1480460.32,66,Actif,client631@email.com,0071293040
CLI-10632,Karim Fikri,Particuliers,AG-003,347347.14,72,Actif,client632@email.com,0064811495
CLI-10633,Youssef Bennani,Bancassurance,AG-002,275652.95,61,Actif,client633@email.com,0068286850
CLI-10634,Soukaina Benjelloun,Particuliers,AG-003,599521.13,60,Actif,client634@email.com,0065704783
CLI-10635,Abdellah Hakim,Grandes Entreprises,AG-005,27271737.27,70,Actif,client635@email.com,0061279680
CLI-10636,Hicham Jai,Particuliers,AG-002,85562.52,69,Actif,client636@email.com,0071348477
CLI-10637,Samira Lamrani,Professionnels,AG-001,3808914.94,47,A risque,client637@email.com,0067347250
CLI-10638,Amine Bennani,PME,AG-001,8582476.19,11,Defaut,client638@email.com,0072645759
CLI-10639,Omar Guedira,Bancassurance,AG-002,3537239.58,75,Actif,client639@email.com,0068636646
CLI-10640,Zineb Slaoui,Professionnels,AG-002,1467210.84,62,Actif,client640@email.com,0063364870
CLI-10641,Driss Fassi-Fihri,Bancassurance,AG-001,3347333.22,70,Actif,client641@email.com,0065633281
CLI-10642,Asmaa Hakim,Particuliers,AG-010,333752.07,54,A risque,client642@email.com,0065807215
CLI-10643,Fatima El Fassi,PME,AG-001,569618.57,47,A risque,client643@email.com,0065489191
CLI-10644,Abdellah Jai,Particuliers,AG-009,259083.72,62,Actif,client644@email.com,0072924113
CLI-10645,Hind El Fassi,PME,AG-014,1620600.48,38,A risque,client645@email.com,0065909770
CLI-10646,Driss Fassi-Fihri,Particuliers,AG-005,290296.41,77,Actif,client646@email.com,0070172850
CLI-10647,Hassan Slaoui,Particuliers,AG-001,757191.8,27,Defaut,client647@email.com,0065477791
CLI-10648,Asmaa Bencheikh,PME,AG-004,3896277.93,71,Actif,client648@email.com,0063795150
CLI-10649,Mehdi Fikri,PME,AG-001,7651043.58,37,A risque,client649@email.com,0063112776
CLI-10650,Asmaa Balafrej,Grandes Entreprises,AG-002,13112171.86,91,Actif,client650@email.com,0064297438
CLI-10651,Hassan El Fassi,PME,AG-003,6621547.73,85,Actif,client651@email.com,0072246368
CLI-10652,Khadija Erraji,Particuliers,AG-010,128071.52,51,A risque,client652@email.com,0066276686
CLI-10653,Khalid Benjelloun,PME,AG-001,14599273.12,58,A risque,client653@email.com,0072394926
CLI-10654,Khalid El Fassi,PME,AG-002,1714292.98,58,Inconnu,client654@email.com,0061716515
CLI-10655,Nadia Balafrej,Particuliers,AG-001,1397222.51,61,Actif,client655@email.com,0062258736
CLI-10656,Omar Slaoui,Particuliers,AG-002,1085168.96,68,Actif,client656@email.com,0065845455
CLI-10657,Omar Sbihi,Particuliers,AG-004,490370.23,92,Actif,client657@email.com,
CLI-10658,Soukaina El Fassi,Professionnels,AG-010,369168.74,81,Actif,client658@email.com,0072853366
CLI-10659,Khadija Benjelloun,Particuliers,AG-002,158636.69,64,Actif,client659@email.com,0066256924
CLI-10660,Noureddine Hakim,Particuliers,AG-002,928780.63,74,Actif,client660@email.com,0062517324
CLI-10661,Soukaina Fikri,PME,AG-005,4558681.78,58,A risque,client661@email.com,0067341870
CLI-10662,Hassan El Fassi,Particuliers,AG-016,27925.74,51,A risque,client662@email.com,0068769496
CLI-10663,Khalid Lamrani,PME,AG-002,12523609.55,84,Actif,client663@email.com,0062563553
CLI-10664,Rachid El Amrani,Particuliers,AG-002,552826.12,86,Actif,client664@email.com,0068458485
CLI-10665,Rachid Mouline,PME,AG-002,6702453.15,100,Actif,client665@email.com,0063682325
CLI-10666,Mohamed Tazi,Particuliers,AG-004,70949.34,45,A risque,client666@email.com,0061187396
CLI-10667,Mehdi Bencheikh,Particuliers,AG-005,95105.66,56,A risque,client667@email.com,0069736935
CLI-10668,Said El Fassi,Particuliers,AG-003,746914.03,56,A risque,client668@email.com,0069791214
CLI-10669,Youssef Hakim,Particuliers,AG-001,1169393.09,57,A risque,client669@email.com,0065317265
CLI-10670,Nadia Mouline,Particuliers,AG-003,624759.83,63,Actif,client670@email.com,0071809779
CLI-10671,Karim Alaoui,Particuliers,AG-008,543891.53,45,A risque,client671@email.com,
CLI-10672,Abdellah Guedira,Particuliers,AG-007,327923.82,75,Actif,client672@email.com,0061905358
CLI-10673,Zineb Hakim,Particuliers,AG-002,835176.69,54,A risque,client673@email.com,0070209818
CLI-10674,Said Jai,Particuliers,AG-001,102773.63,50,A risque,client674@email.com,0071648275
CLI-10675,Khalid Erraji,Particuliers,AG-001,226728.53,47,A risque,client675@email.com,0068229896
CLI-10676,Fatima El Amrani,PME,AG-007,824830.76,45,A risque,client676@email.com,0065566535
CLI-10677,Salma Idrissi,Professionnels,AG-006,107028.43,53,A risque,client677@email.com,0070613889
CLI-10678,Khalid Fikri,PME,AG-003,2682083.44,48,A risque,client678@email.com,0070777064
CLI-10679,Samira Slaoui,Particuliers,AG-005,589354.09,68,Actif,client679@email.com,0064636142
CLI-10680,Fatima Balafrej,Particuliers,AG-006,22226.96,43,A risque,client680@email.com,0072763383
CLI-10681,Khadija Balafrej,Grandes Entreprises,AG-007,18006709.7,72,Actif,client681@email.com,0067829017
CLI-10682,Zineb Idrissi,Particuliers,AG-001,1433619.83,87,Actif,client682@email.com,0065656250
CLI-10683,Youssef Balafrej,Particuliers,AG-008,386830.76,59,A risque,client683@email.com,0064614024
CLI-10684,Youssef Bennani,Bancassurance,AG-003,1522433.79,80,Actif,client684@email.com,0061353044
CLI-10685,Karim Lamrani,PME,AG-006,6945783.97,67,Actif,client685@email.com,0068121720
CLI-10686,Asmaa Benjelloun,Grandes Entreprises,AG-001,93801196.52,100,Actif,client686@email.com,0071942160
CLI-10687,Hicham Lamrani,Particuliers,AG-003,538811.33,81,Actif,client687@email.com,0069427321
CLI-10688,Youssef El Fassi,Particuliers,AG-006,424455.94,80,Actif,client688@email.com,0067406437
CLI-10689,Amina Guedira,Particuliers,AG-014,178822.48,61,Actif,client689@email.com,0066992450
CLI-10690,Asmaa Hakim,Particuliers,AG-001,1636897.26,86,Actif,client690@email.com,0063567057
CLI-10691,Mehdi El Amrani,PME,AG-008,4446862.8,77,Actif,client691@email.com,0064428059
CLI-10692,Noureddine Jai,Professionnels,AG-002,363164.74,57,A risque,client692@email.com,0064665911
CLI-10693,Said Alaoui,PME,AG-012,318949.93,41,A risque,client693@email.com,0068905092
CLI-10694,Asmaa El Fassi,PME,AG-001,10491510.94,86,Actif,client694@email.com,0072625264
CLI-10695,Mohamed Alaoui,Particuliers,AG-005,881021.01,47,A risque,client695@email.com,0072516898
CLI-10696,Mehdi Erraji,Particuliers,AG-001,1342816.95,81,Actif,client696@email.com,0061613590
CLI-10697,Imane Erraji,Particuliers,AG-001,1359416.88,55,A risque,client697@email.com,0063869762
CLI-10698,Hassan Guedira,Particuliers,AG-008,102933.9,32,Defaut,client698@email.com,0070514635
CLI-10699,Leila Berrada,Particuliers,AG-002,42208.58,73,Actif,client699@email.com,0061819288
CLI-10700,Said Lamrani,Particuliers,AG-014,253798.34,41,A risque,client700@email.com,0063166189
CLI-10701,Abdellah Berrada,Particuliers,AG-001,1501970.35,70,Actif,client701@email.com,0067689673
CLI-10702,Said Balafrej,Professionnels,AG-001,3078599.73,65,Actif,client702@email.com,0065735826
CLI-10703,Hicham Lamrani,Particuliers,AG-016,99820.21,53,A risque,client703@email.com,0063134743
CLI-10704,Zineb Erraji,PME,AG-001,13645937.33,35,A risque,client704@email.com,0062117027
CLI-10705,Ahmed Erraji,Particuliers,AG-002,770855.67,47,A risque,client705@email.com,0062228117
CLI-10706,Rachid Slaoui,Particuliers,AG-002,782457.32,74,Actif,client706@email.com,0071861510
CLI-10707,Khadija Mouline,Particuliers,AG-001,1175337.04,29,Defaut,client707@email.com,0070324331
CLI-10708,Abdellah Erraji,Particuliers,AG-008,,96,Actif,client708@email.com,0069652843
CLI-10709,Karim Guedira,Professionnels,AG-008,322169.39,67,Actif,client709@email.com,0065884376
CLI-10710,Imane Kabbaj,Bancassurance,AG-001,6018112.62,28,Defaut,,0063819491
CLI-10711,Hind Sbihi,Particuliers,AG-001,922426.95,60,Actif,client711@email.com,0068156655
CLI-10712,Zineb Hakim,Professionnels,AG-003,1503021.23,96,Actif,client712@email.com,0062542136
CLI-10713,Omar Guedira,Particuliers,AG-001,1228981.38,56,A risque,client713@email.com,0070107783
CLI-10714,Soukaina El Fassi,Particuliers,AG-001,219702.93,99,Actif,client714@email.com,0066134697
CLI-10715,Leila Jai,Grandes Entreprises,AG-004,4064322.4,80,Actif,client715@email.com,0072947168
CLI-10716,Khalid Alaoui,Bancassurance,AG-001,5207542.59,61,Actif,client716@email.com,0068518226
CLI-10717,Hicham Ouazzani,PME,AG-001,12734472.17,51,A risque,client717@email.com,
CLI-10718,Fatima Guedira,Particuliers,AG-002,834020.35,39,A risque,client718@email.com,0071292548
CLI-10719,Driss Ouazzani,Grandes Entreprises,AG-010,2826118.45,61,Actif,client719@email.com,0066753572
CLI-10720,Leila Guedira,Particuliers,AG-003,698771.75,51,A risque,client720@email.com,0066883365
CLI-10721,Hassan Hakim,PME,AG-014,3356643.32,34,Defaut,client721@email.com,0069909277
CLI-10722,Khadija Guedira,Professionnels,AG-001,1262482.57,45,A risque,client722@email.com,0063974841
CLI-10723,Asmaa Jai,Particuliers,AG-001,898772.37,70,Actif,client723@email.com,0062699482
CLI-10724,Imane Tazi,PME,AG-004,261516.65,54,A risque,client724@email.com,0072946932
CLI-10725,Karim Tazi,Particuliers,AG-001,1513290.48,57,A risque,client725@email.com,0071678943
CLI-10726,Mohamed Bennani,Bancassurance,AG-001,2215255.25,55,A risque,client726@email.com,0071236578
CLI-10727,Samira Lamrani,PME,AG-001,13858502.66,34,Defaut,client727@email.com,0072877248
CLI-10728,Mohamed Balafrej,PME,AG-005,4429320.91,56,A risque,client728@email.com,0065212627
CLI-10729,Zineb Sbihi,Bancassurance,AG-001,5150619.09,77,Actif,client729@email.com,0071406590
CLI-10730,Salma Fassi-Fihri,Particuliers,AG-001,999573.59,52,A risque,client730@email.com,0061243129
CLI-10731,Abdellah El Amrani,Particuliers,AG-003,279354.33,49,A risque,client731@email.com,0067165211
CLI-10732,Ahmed Mouline,Particuliers,AG-002,642568.86,66,Actif,client732@email.com,0070868047
CLI-10733,Said Zniber,PME,AG-003,8012678.74,87,Actif,client733@email.com,0064177712
CLI-10734,Leila Fikri,Professionnels,AG-001,1702608.22,52,A risque,client734@email.com,0068247389
CLI-10735,Karim Lamrani,Particuliers,AG-002,569771.91,58,A risque,client735@email.com,0069388597
CLI-10736,Leila Fikri,Particuliers,AG-005,955404.42,41,A risque,client736@email.com,0072596396
CLI-10737,Khalid Tazi,Professionnels,AG-006,1022776.86,57,A risque,client737@email.com,0071712632
CLI-10738,Ahmed Bennani,Particuliers,AG-001,2067197.9,51,A risque,client738@email.com,0065403681
CLI-10739,Samira Berrada,PME,AG-001,10730552.09,68,Actif,client739@email.com,0062536524
CLI-10740,Youssef Fassi-Fihri,Particuliers,AG-001,725025.94,93,Actif,client740@email.com,0066158144
CLI-10741,Imane El Fassi,Particuliers,AG-004,512959.71,100,Actif,client741@email.com,0062238888
CLI-10742,Hind Kabbaj,Particuliers,AG-001,1319868.24,75,Actif,client742@email.com,0064563047
CLI-10743,Meryem Bennani,Professionnels,AG-003,1423450.61,77,Actif,client743@email.com,0062356663
CLI-10744,Amine El Amrani,Particuliers,AG-006,368071.16,76,Actif,client744@email.com,0062445763
CLI-10745,Imane Bencheikh,PME,AG-001,16779868.8,40,A risque,client745@email.com,0067626876
CLI-10746,Karim Ouazzani,Particuliers,AG-001,46434.66,68,Actif,client746@email.com,0069182053
CLI-10747,Khadija Hakim,Particuliers,AG-001,1343570.66,63,Actif,client747@email.com,0070179094
CLI-10748,Asmaa Jai,PME,AG-009,4558880.07,25,Defaut,client748@email.com,0072505411
CLI-10749,Hind Fikri,Particuliers,AG-004,568950.41,40,A risque,client749@email.com,0070899366
CLI-10750,Karim Ouazzani,Particuliers,AG-006,149277.28,76,Actif,client750@email.com,0065201478
CLI-10751,Meryem El Amrani,Particuliers,AG-005,112492.07,76,Actif,client751@email.com,0069497653
CLI-10752,Abdellah Alaoui,PME,AG-001,12535973.04,51,A risque,client752@email.com,0064486474
CLI-10753,Driss Erraji,Particuliers,AG-001,1959518.59,83,Actif,client753@email.com,0068488310
CLI-10754,Hicham Fikri,Bancassurance,AG-006,1566208.76,91,Actif,client754@email.com,0071957886
CLI-10755,Khadija Zniber,Professionnels,AG-005,806780.66,59,A risque,client755@email.com,0072412351
CLI-10756,Ahmed Guedira,Particuliers,AG-006,113199.36,57,A risque,client756@email.com,0067622021
CLI-10757,Fatima El Amrani,Particuliers,AG-002,759534.67,47,A risque,client757@email.com,0069604384
CLI-10758,Youssef Mouline,Grandes Entreprises,AG-002,32964096.85,91,Actif,client758@email.com,0067302874
CLI-10759,Amine El Fassi,PME,AG-001,4832390.69,57,A risque,client759@email.com,0068143081
CLI-10760,Amine Hakim,Particuliers,AG-002,738710.65,55,A risque,client760@email.com,0061762925
CLI-10761,Omar Mouline,Particuliers,AG-001,1237088.2,64,Actif,client761@email.com,0061494637
CLI-10762,Imane Ouazzani,Particuliers,AG-001,1014336.39,52,A risque,client762@email.com,0065826753
CLI-10763,Zineb Erraji,VIP,AG-005,5123657.81,53,A risque,client763@email.com,0068956729
CLI-10764,Driss Jai,Particuliers,AG-004,576954.47,40,A risque,client764@email.com,0066791595
CLI-10765,Amina Idrissi,PME,AG-008,4002397.72,23,Defaut,client765@email.com,0069922592
CLI-10766,Khadija Bennani,PME,AG-004,489936.17,37,A risque,client766@email.com,0070763470
CLI-10767,Imane Sbihi,Particuliers,AG-012,44830.83,93,Actif,client767@email.com,0072846620
CLI-10768,Said Bennani,Particuliers,AG-002,1105535.56,65,Actif,client768@email.com,0061536533
CLI-10769,Youssef Hakim,Particuliers,AG-001,371392.41,68,Actif,client769@email.com,0063334221
CLI-10770,Noureddine El Fassi,Particuliers,AG-005,1038538.04,67,Actif,client770@email.com,0063131748
CLI-10771,Hicham Mouline,Particuliers,AG-002,168901.36,38,A risque,client771@email.com,0064408685
CLI-10772,Hassan Mouline,Grandes Entreprises,AG-003,14067864.93,98,Actif,,0066698062
CLI-10773,Driss Idrissi,Bancassurance,AG-001,4442494.17,63,Actif,client773@email.com,0063488262
CLI-10774,Said Sbihi,PME,AG-003,1507032.26,39,A risque,client774@email.com,0069314178
CLI-10775,Samira Jai,Particuliers,AG-001,2022656.03,69,Actif,client775@email.com,0061177144
CLI-10776,Omar Sbihi,Particuliers,AG-002,815109.57,48,A risque,client776@email.com,0070754615
CLI-10777,Khadija Erraji,Particuliers,AG-001,1169008.03,69,Actif,client777@email.com,0065653688
CLI-10778,Soukaina Erraji,PME,AG-013,3136477.89,58,A risque,client778@email.com,0072674441
CLI-10779,Mohamed Bencheikh,PME,AG-002,8387612.28,79,Actif,client779@email.com,0061877010
CLI-10780,Leila Idrissi,PME,AG-003,4616121.14,54,A risque,client780@email.com,0067782093
CLI-10781,Omar Fassi-Fihri,Professionnels,AG-009,948646.78,59,A risque,client781@email.com,0067865559
CLI-10782,Soukaina Fassi-Fihri,Particuliers,AG-001,422403.22,65,Actif,client782@email.com,0061381245
CLI-10783,Fatima Fassi-Fihri,PME,AG-001,5270751.1,42,A risque,client783@email.com,0068561445
CLI-10784,Khadija Mouline,Particuliers,AG-001,1712587.61,89,Actif,client784@email.com,0067244582
CLI-10785,Rachid Zniber,PME,AG-001,4079724.87,40,A risque,client785@email.com,0070261826
CLI-10786,Amina Lamrani,PME,AG-009,1520842.82,30,Defaut,client786@email.com,0071129896
CLI-10787,Rachid El Fassi,Particuliers,AG-003,868282.93,85,Actif,client787@email.com,0061516562
CLI-10788,Said Sbihi,Particuliers,AG-002,975403.45,52,A risque,client788@email.com,0072381645
CLI-10789,Hassan Berrada,Particuliers,AG-001,78113.96,82,Actif,client789@email.com,0072389864
CLI-10790,Nadia El Amrani,Particuliers,AG-002,806372.5,73,Actif,client790@email.com,0061716513
CLI-10791,Meryem Lamrani,Particuliers,AG-008,467382.18,17,Defaut,client791@email.com,0066764019
CLI-10792,Karim Fassi-Fihri,PME,AG-006,4244119.97,59,A risque,,0062171458
CLI-10793,Mehdi Ouazzani,Particuliers,AG-010,30987.15,53,A risque,client793@email.com,0071178116
CLI-10794,Noureddine Kabbaj,Particuliers,AG-004,554416.29,85,Actif,client794@email.com,0071891168
CLI-10795,Khalid El Fassi,PME,AG-008,4414793.09,29,Defaut,client795@email.com,0068765285
CLI-10796,Khadija Jai,Particuliers,AG-004,506911.18,97,Actif,client796@email.com,0064832691
CLI-10797,Khadija El Amrani,PME,AG-003,625314.97,55,A risque,client797@email.com,0063498465
CLI-10798,Karim Hakim,Professionnels,AG-001,3053618.65,77,Actif,client798@email.com,0063704987
CLI-10799,Khalid Balafrej,PME,AG-001,10804147.55,49,A risque,client799@email.com,0069166454
CLI-10800,Samira Fassi-Fihri,Particuliers,AG-001,414936.35,56,A risque,client800@email.com,0068989869
