ref,client_id,client_nom,type_credit,montant,duree,taux,score,statut,date_depot,agence_id
ENG-20962,CLI-10009,Mehdi Slaoui,Mourabaha Immo,468490.11,120,4.4,23,Debloque,2025-10-18 15:54:13,AG-004
ENG-20963,CLI-10071,Khadija Balafrej,Ijara,442430.88,180,7.66,29,Debloque,2024-10-01 13:03:21,AG-008
ENG-20964,CLI-10422,Fatima El Fassi,Credit Tresorerie,184635.73,12,7.92,71,En analyse,2023-03-02 08:18:16,AG-007
ENG-20965,CLI-10004,Hicham Erraji,Investissement PME,3562430.87,60,4.66,72,Debloque,2025-12-20 16:22:33,AG-001
ENG-20966,CLI-10249,Amine Lamrani,Mourabaha Immo,361964.79,180,6.05,20,Debloque,2025-08-17 09:51:01,AG-003
ENG-20967,CLI-10151,Hind Slaoui,Mourabaha Auto,436172.29,48,4.42,30,Contentieux,2023-11-14 14:40:02,AG-010
ENG-20968,CLI-10052,Leila Zniber,Credit Tresorerie,441276.65,12,8.85,21,Valide,2023-11-19 14:34:22,AG-002
ENG-20969,CLI-10124,Driss Sbihi,Mourabaha Immo,999804.18,120,7.07,999,Valide,2023-07-13 09:47:54,AG-007
ENG-20970,CLI-10137,Mohamed Guedira,Mourabaha Auto,271662.42,48,3.76,55,Inconnu,2026-06-22 09:59:08,AG-007
ENG-20971,CLI-10441,Rachid El Amrani,Mourabaha Immo,721721.13,120,5.48,74,Valide,2026-09-06 17:53:09,AG-010
ENG-20972,CLI-10344,Khadija Sbihi,Mourabaha Auto,230028.49,48,7.4,42,Debloque,2025-02-05 08:05:59,AG-007
ENG-20973,CLI-10219,Amine Sbihi,Ijara,342251.99,120,6.22,52,Debloque,2023-11-25 12:34:38,AG-004
ENG-20974,CLI-10272,Youssef Hakim,Credit Tresorerie,585234.41,24,6.11,88,Debloque,2024-05-23 12:32:31,AG-008
ENG-20975,CLI-10331,Amine Tazi,Mourabaha Immo,501761.77,240,8.23,95,Debloque,2026-10-12 10:26:03,AG-003
ENG-20976,CLI-10299,Hicham Hakim,Mourabaha Immo,450961.44,180,7.2,84,Debloque,2024-12-21 12:20:06,AG-010
ENG-20977,CLI-10329,Asmaa Tazi,Mourabaha Auto,250750.37,48,7.28,28,,2026-03-20 14:58:00,AG-008
ENG-20978,CLI-10041,Rachid Sbihi,Ijara,561550.17,120,6.13,55,Debloque,2023-11-14 10:09:42,AG-004
ENG-20979,CLI-10377,Amina Berrada,Investissement PME,2446797.56,60,7.45,58,Valide,2023-12-15 17:14:54,AG-002
ENG-20980,CLI-10496,Omar Lamrani,Mourabaha Immo,362831.8,240,4.8,81,Surveillance,2023-02-22 11:20:29,AG-003
ENG-20981,CLI-10142,Omar Zniber,Ijara,146191.98,120,8.77,91,Valide,2023-09-22 12:03:58,AG-010
ENG-20982,CLI-10227,Salma Jai,Investissement PME,820859.27,48,7.46,21,Debloque,2023-01-20 13:45:33,AG-002
ENG-20983,CLI-10177,Soukaina Bencheikh,Mourabaha Auto,231519.14,36,4.63,77,Debloque,2025-10-22 12:51:47,AG-002
ENG-20984,CLI-10195,Hind Idrissi,Ijara,0,240,6.6,64,Debloque,2024-03-10 10:56:50,AG-006
ENG-20985,CLI-10244,Asmaa Benjelloun,Ijara,274271.48,240,6.12,81,Debloque,2023-05-20 14:23:25,AG-005
ENG-20986,CLI-10057,Rachid Bennani,Ijara,501385.48,240,3.72,42,Valide,2026-07-26 11:03:01,AG-003
ENG-20987,CLI-10427,Imane Sbihi,Mourabaha Immo,713550.31,180,5.25,35,Surveillance,2023-09-24 10:27:41,AG-004
ENG-20988,,Omar Balafrej,Mourabaha Immo,818488.84,120,7.81,41,Debloque,2023-04-23 17:36:25,AG-002
ENG-20989,CLI-10181,Amine Hakim,Investissement PME,1317066.52,36,4.58,68,Valide,2024-02-06 15:47:22,AG-004
ENG-20990,CLI-10293,Soukaina Slaoui,Ijara,588859.16,240,4.33,38,Valide,2026-12-04 17:03:05,AG-009
ENG-20991,CLI-10290,Mohamed Ouazzani,Mourabaha Immo,106904.05,180,4.81,48,Valide,2026-09-08 15:28:07,AG-006
ENG-20992,CLI-10373,Amina Fassi-Fihri,Credit Tresorerie,190807.22,36,7.63,42,Debloque,2024-05-11 11:35:37,AG-006
ENG-20993,CLI-10365,Hind Benjelloun,Mourabaha Auto,340001.31,24,7.5,26,Debloque,2023-06-14 15:35:10,AG-003
ENG-20994,CLI-10448,Nadia Balafrej,Investissement PME,1692990.6,48,8.72,93,Debloque,2025-01-15 13:37:45,AG-008
ENG-20995,CLI-10445,Hicham Balafrej,Credit Tresorerie,361012.49,24,7.4,68,Valide,2025-07-10 17:33:37,AG-002
ENG-20996,CLI-10275,Omar Zniber,Mourabaha Immo,700715.98,180,6.09,61,Contentieux,2023-12-11 09:35:16,AG-008
ENG-20997,CLI-10430,Hind Lamrani,Mourabaha Auto,416746.49,24,3.77,27,Valide,2023-12-06 11:00:59,AG-004
ENG-20998,CLI-10030,Hassan Sbihi,Investissement PME,2990686.0,36,4.33,65,Debloque,2024-12-22 08:52:45,AG-009
ENG-20999,CLI-10388,Noureddine Tazi,Mourabaha Immo,679420.14,180,5.7,87,Debloque,2024-05-12 11:22:59,AG-003
ENG-21000,CLI-10478,Fatima Zniber,Mourabaha Immo,499790.01,180,8.12,75,Debloque,2026-05-23 15:00:16,AG-003
ENG-21001,CLI-10298,Youssef Fikri,Mourabaha Immo,770632.97,240,5.6,85,Debloque,2024-09-14 14:48:00,AG-005
ENG-21002,CLI-10092,Amina Berrada,Ijara,748339.83,180,7.54,91,Contentieux,2023-07-28 09:46:03,AG-004
ENG-21003,CLI-10241,Meryem Kabbaj,Credit Tresorerie,249278.09,12,3.64,51,Surveillance,2025-04-22 16:47:33,AG-002
ENG-21004,CLI-10215,Soukaina Fassi-Fihri,Mourabaha Immo,460974.29,120,6.75,79,Debloque,2025-09-06 12:10:57,AG-005
ENG-21005,CLI-10331,Amine Tazi,Mourabaha Auto,315319.11,36,8.79,20,Debloque,2024-11-26 13:11:55,AG-003
ENG-21006,CLI-10369,Youssef Ouazzani,Mourabaha Immo,503963.59,240,3.78,63,Debloque,2025-02-13 17:07:59,AG-009
ENG-21007,CLI-10046,Khadija Fikri,Mourabaha Immo,582262.43,180,4.92,45,Debloque,2024-04-15 17:21:21,AG-009
ENG-21008,CLI-10308,Hicham Mouline,Ijara,584534.62,120,8.96,73,Debloque,2024-12-10 09:34:04,AG-006
ENG-21009,CLI-10455,Amine Kabbaj,Ijara,389657.56,240,8.81,88,Surveillance,2026-07-18 16:34:44,AG-006
ENG-21010,CLI-10081,Hicham Sbihi,Ijara,284663.07,240,3.84,91,En analyse,2024-02-18 15:37:03,AG-003
ENG-21011,CLI-10320,Youssef Fassi-Fihri,Investissement PME,1534671.78,36,8.36,81,En analyse,2023-09-19 11:31:56,AG-009
ENG-21012,CLI-10151,Hind Slaoui,Mourabaha Immo,614617.75,180,4.69,42,Valide,2025-01-06 13:54:32,AG-010
ENG-21013,CLI-10422,Fatima El Fassi,Mourabaha Auto,278135.96,24,8.63,85,Surveillance,2023-11-22 08:50:49,AG-007
ENG-21014,CLI-10037,Samira El Fassi,Mourabaha Immo,1188799.35,180,5.37,67,En analyse,2024-12-21 16:08:12,AG-009
ENG-21015,CLI-10047,Zineb Hakim,Mourabaha Auto,176564.62,24,6.2,94,Debloque,2025-02-28 15:11:24,AG-002
ENG-21016,CLI-10093,Samira Hakim,Mourabaha Immo,459607.04,120,4.5,65,Debloque,2026-10-07 15:47:30,AG-003
ENG-21017,CLI-10390,Nadia Balafrej,Mourabaha Auto,263161.21,60,7.96,72,Surveillance,2024-04-08 09:55:56,AG-002
ENG-21018,CLI-10085,Soukaina Jai,Mourabaha Immo,0,120,7.75,30,Debloque,2026-09-22 14:27:57,AG-009
ENG-21019,CLI-10079,Asmaa Sbihi,Mourabaha Auto,319000.26,48,4.37,90,Debloque,2026-05-28 09:55:53,AG-004
ENG-21020,CLI-10296,Hicham Tazi,Mourabaha Immo,799677.37,120,7.39,33,Debloque,2025-04-11 15:19:28,AG-004
ENG-21021,CLI-10066,Driss Hakim,Mourabaha Immo,763742.94,240,7.77,999,Debloque,2026-07-18 08:00:58,AG-002
ENG-21022,CLI-10220,Samira Slaoui,Mourabaha Immo,462678.2,180,5.05,58,En analyse,2024-03-14 09:17:07,AG-001
ENG-21023,CLI-10057,Rachid Bennani,Mourabaha Auto,86830.03,60,6.85,53,Valide,2025-01-08 14:02:30,AG-003
ENG-21024,CLI-10322,Noureddine Sbihi,Mourabaha Immo,401033.83,180,5.46,42,Debloque,2026-03-18 09:28:01,AG-009
ENG-21025,CLI-10026,Asmaa Tazi,Mourabaha Immo,1161411.73,120,7.24,85,Debloque,2023-12-12 08:28:49,AG-002
ENG-21026,CLI-10419,Mehdi El Fassi,Mourabaha Auto,222789.63,24,3.63,85,Debloque,2023-02-10 12:02:09,AG-009
ENG-21027,CLI-10008,Hicham Benjelloun,Mourabaha Immo,99317.57,240,7.45,29,Contentieux,2024-01-03 11:11:56,AG-006
ENG-21028,CLI-10025,Leila Bencheikh,Mourabaha Immo,633026.22,180,7.6,88,Valide,2024-09-23 15:08:51,AG-009
ENG-21029,CLI-10240,Meryem Hakim,Mourabaha Auto,276359.76,24,6.48,42,Debloque,2026-05-13 16:39:13,AG-005
ENG-21030,CLI-10242,Said Guedira,Credit Tresorerie,326797.99,36,7.86,79,Surveillance,2024-03-17 08:32:47,AG-010
ENG-21031,CLI-10077,Amine Guedira,Mourabaha Immo,637913.66,120,7.35,84,Debloque,2025-05-26 08:43:34,AG-007
ENG-21032,,Omar Jai,Ijara,221790.29,120,7.27,32,En analyse,2026-05-12 12:55:21,AG-008
ENG-21033,CLI-10217,Leila Alaoui,Ijara,494486.92,240,4.83,57,Debloque,2024-09-23 17:08:57,AG-008
ENG-21034,CLI-10251,Said Erraji,Mourabaha Immo,373490.99,180,3.59,95,Valide,2023-08-16 10:25:55,AG-007
ENG-21035,CLI-10435,Youssef El Fassi,Ijara,374756.32,180,4.23,80,Debloque,2026-11-02 17:44:53,AG-001
ENG-21036,CLI-10301,Rachid Mouline,Mourabaha Immo,556137.11,120,6.07,63,Debloque,2026-08-21 10:38:12,AG-009
ENG-21037,CLI-10130,Leila Bencheikh,Mourabaha Auto,139681.99,60,5.25,52,Valide,2025-04-24 10:40:20,AG-007
ENG-21038,CLI-10017,Youssef Hakim,Credit Tresorerie,356676.36,36,4.49,91,Debloque,2024-10-05 15:13:34,AG-001
ENG-21039,CLI-10192,Ahmed Ouazzani,Mourabaha Immo,515841.26,180,3.51,72,Valide,2025-03-18 09:40:47,AG-009
ENG-21040,CLI-10239,Driss Slaoui,Mourabaha Auto,191660.26,48,8.19,57,Surveillance,2023-02-28 15:12:39,AG-010
ENG-21041,CLI-10140,Asmaa Zniber,Ijara,384010.07,120,8.5,28,Valide,2023-05-16 12:29:44,AG-007
ENG-21042,CLI-10406,Zineb Sbihi,Mourabaha Auto,0,36,7.97,36,Surveillance,2024-05-21 08:28:41,AG-002
ENG-21043,CLI-10264,Karim Mouline,Investissement PME,1147047.59,48,8.43,68,Valide,2025-04-18 11:29:32,AG-003
ENG-21044,CLI-10012,Khalid Sbihi,Ijara,233720.9,180,5.56,59,Surveillance,2023-08-25 17:12:00,AG-001
ENG-21045,CLI-10105,Khadija Fassi-Fihri,Credit Tresorerie,425407.48,24,8.0,25,Surveillance,2024-07-07 15:58:04,AG-005
ENG-21046,CLI-10249,Amine Lamrani,Ijara,395787.63,120,3.85,79,Debloque,2026-05-26 10:38:23,AG-003
ENG-21047,CLI-10243,Zineb El Amrani,Mourabaha Auto,157251.37,48,4.46,28,En analyse,2024-01-06 15:10:49,AG-007
ENG-21048,CLI-10101,Mehdi Alaoui,Mourabaha Immo,427395.51,180,4.43,76,Valide,2024-01-27 11:09:21,AG-008
ENG-21049,CLI-10490,Hassan Benjelloun,Ijara,885505.69,240,4.38,81,Debloque,2025-12-20 17:14:07,AG-002
ENG-21050,CLI-10397,Amina Sbihi,Mourabaha Auto,289043.78,24,5.5,75,Valide,2025-06-08 08:01:54,AG-005
ENG-21051,CLI-10497,Hind El Amrani,Mourabaha Auto,223189.56,48,8.18,26,Contentieux,2023-09-03 16:48:30,AG-005
ENG-21052,CLI-10058,Khalid Alaoui,Mourabaha Immo,522923.48,120,5.86,,Debloque,2024-08-01 10:32:44,AG-010
ENG-21053,CLI-10217,Leila Alaoui,Credit Tresorerie,374413.44,,7.33,33,Debloque,2026-11-03 10:38:44,AG-008
ENG-21054,CLI-10259,Zineb Balafrej,Credit Tresorerie,655235.94,12,6.85,92,Contentieux,2025-12-20 10:08:32,AG-002
ENG-21055,CLI-10100,Samira Guedira,Mourabaha Immo,276455.8,240,7.85,-5,Debloque,2024-01-04 10:53:53,AG-006
ENG-21056,CLI-10287,Rachid Bennani,Mourabaha Immo,716321.95,180,8.93,55,Valide,2026-06-14 14:36:50,AG-009
ENG-21057,CLI-10053,Nadia Fassi-Fihri,Mourabaha Immo,181208.94,120,8.07,80,Valide,2023-01-16 11:07:39,AG-003
ENG-21058,CLI-10465,Khalid Tazi,Mourabaha Immo,584200.5,120,5.74,89,Valide,2025-10-13 09:53:16,AG-003
ENG-21059,CLI-10155,Karim El Fassi,Mourabaha Immo,631704.31,120,8.37,60,En analyse,2024-08-28 11:07:47,AG-010
ENG-21060,CLI-10039,Hicham Alaoui,Mourabaha Auto,304740.37,60,3.84,51,Surveillance,2025-07-12 12:11:53,AG-005
ENG-21061,CLI-10472,Driss Sbihi,Investissement PME,1750032.48,60,7.93,22,Debloque,2024-07-08 13:10:35,AG-004
ENG-21062,CLI-10402,Salma Mouline,Ijara,331162.58,180,4.45,58,Debloque,2023-01-04 15:36:20,AG-003
ENG-21063,CLI-10069,Noureddine El Amrani,Credit Tresorerie,223432.75,12,6.81,64,Valide,2023-04-08 11:31:40,AG-004
ENG-21064,CLI-10203,Imane Lamrani,Mourabaha Auto,232476.16,24,8.09,44,Debloque,2025-06-17 11:40:49,AG-004
ENG-21065,CLI-10305,Khalid Fikri,Mourabaha Auto,189284.01,60,7.28,60,Debloque,2026-08-17 15:40:39,AG-006
ENG-21066,CLI-10317,Leila Balafrej,Mourabaha Immo,745473.21,180,8.74,89,Contentieux,2024-07-07 13:01:32,AG-009
ENG-21067,CLI-10392,Hicham Fassi-Fihri,Mourabaha Auto,327871.99,48,5.83,70,En analyse,2024-03-09 09:50:04,AG-002
ENG-21068,CLI-10439,Abdellah Sbihi,Ijara,1116707.56,240,8.22,70,Debloque,2025-11-06 10:44:06,AG-010
ENG-21069,CLI-10438,Rachid Mouline,Mourabaha Immo,683437.7,240,8.51,66,En analyse,2025-12-23 15:22:27,AG-009
ENG-21070,CLI-10028,Mehdi Zniber,Ijara,506418.28,240,7.24,36,Debloque,2025-06-12 12:16:42,AG-003
ENG-21071,CLI-10219,Amine Sbihi,Credit Tresorerie,463964.96,36,7.48,56,Valide,2023-09-05 17:29:49,AG-004
ENG-21072,CLI-10360,Samira Hakim,Investissement PME,1360676.75,84,6.98,22,Valide,2024-11-05 14:49:56,AG-002
ENG-21073,CLI-10335,Salma Alaoui,Investissement PME,1320367.58,60,5.43,76,Valide,2026-03-23 11:12:22,AG-009
ENG-21074,CLI-10150,Karim Balafrej,Ijara,552230.24,180,3.8,31,Valide,2024-07-26 15:17:16,AG-003
ENG-21075,CLI-10427,Imane Sbihi,Mourabaha Auto,295680.68,36,8.66,29,Surveillance,2025-09-15 10:40:42,AG-004
ENG-21076,CLI-10167,Khadija Idrissi,Mourabaha Immo,660907.41,180,5.81,80,Debloque,2026-11-03 12:59:00,AG-003
ENG-21077,CLI-10383,Youssef Jai,Mourabaha Immo,775822.71,180,5.03,83,Valide,2025-05-17 08:35:42,AG-001
ENG-21078,CLI-10017,Youssef Hakim,Ijara,423307.3,240,6.43,92,En analyse,2023-11-20 12:01:34,AG-001
ENG-21079,CLI-10401,Mohamed Balafrej,Ijara,456486.35,120,8.23,31,Debloque,2024-03-23 15:50:52,AG-008
ENG-21080,CLI-10280,Rachid El Fassi,Mourabaha Immo,584554.65,180,5.1,,En analyse,2024-07-21 16:59:21,AG-003
ENG-21081,CLI-10427,Imane Sbihi,Ijara,403408.56,240,7.39,37,En analyse,2026-08-25 13:53:21,AG-004
ENG-21082,CLI-10146,Amine Sbihi,Mourabaha Immo,372090.85,240,4.58,31,Debloque,2024-03-03 17:28:31,AG-008
ENG-21083,CLI-10497,Hind El Amrani,Mourabaha Auto,82217.26,36,5.11,21,Debloque,2024-01-03 13:43:18,AG-005
ENG-21084,CLI-10184,Noureddine Balafrej,Credit Tresorerie,399863.14,24,4.81,72,Surveillance,2026-08-24 09:12:14,AG-006
ENG-21085,CLI-10044,Mehdi Slaoui,Mourabaha Immo,491092.74,180,4.37,85,En analyse,2025-12-11 12:24:00,AG-003
ENG-21086,CLI-10109,Imane Kabbaj,Mourabaha Immo,891509.34,120,3.79,88,Contentieux,2025-10-21 08:02:41,AG-004
ENG-21087,CLI-10068,Youssef El Fassi,Mourabaha Auto,339363.4,24,3.91,44,Debloque,2023-11-16 12:40:18,AG-008
ENG-21088,CLI-10337,Driss Benjelloun,Credit Tresorerie,126984.76,12,3.71,44,Surveillance,2026-08-12 15:42:56,AG-009
ENG-21089,CLI-10337,Driss Benjelloun,Mourabaha Auto,,36,5.2,88,Valide,2023-07-12 14:02:30,AG-009
ENG-21090,CLI-10407,Imane El Fassi,Mourabaha Auto,93743.28,36,3.91,56,Debloque,2023-05-24 14:38:23,AG-006
ENG-21091,CLI-10190,Mehdi Zniber,Mourabaha Auto,147536.92,36,5.41,80,Valide,2023-01-24 12:47:06,AG-006
ENG-21092,CLI-10305,Khalid Fikri,Credit Tresorerie,151960.42,36,8.32,49,Valide,2026-11-18 11:56:56,AG-006
ENG-21093,CLI-10403,Ahmed Benjelloun,Mourabaha Immo,557117.79,120,5.77,73,Valide,2024-11-06 09:32:44,AG-005
ENG-21094,CLI-10216,Amine Kabbaj,Ijara,212267.3,240,3.59,73,Debloque,2026-01-08 14:12:18,AG-010
ENG-21095,CLI-10093,Samira Hakim,Ijara,204575.71,120,4.54,43,Valide,2025-02-28 17:36:47,AG-003
ENG-21096,CLI-10095,Amina Tazi,Mourabaha Auto,181445.19,24,8.0,25,Surveillance,2024-07-07 12:59:25,AG-008
ENG-21097,CLI-10334,Khadija Idrissi,Mourabaha Auto,139652.98,60,8.1,89,,2026-06-13 14:08:47,AG-005
ENG-21098,CLI-10058,Khalid Alaoui,Investissement PME,1502776.18,84,7.16,57,Valide,2023-08-28 13:49:08,AG-010
ENG-21099,CLI-10485,Soukaina Alaoui,Mourabaha Auto,469563.21,36,5.31,48,Debloque,2024-12-13 13:27:31,AG-006
ENG-21100,CLI-10098,Omar Lamrani,Mourabaha Auto,171470.16,24,4.77,53,Contentieux,2024-03-12 14:20:44,AG-001
ENG-21101,CLI-10281,Mohamed El Fassi,Credit Tresorerie,205641.27,36,5.97,35,Debloque,2024-01-27 15:32:36,AG-004
ENG-21102,CLI-10495,Hind Tazi,Ijara,247220.16,120,8.1,57,Debloque,2023-01-03 14:09:32,AG-010
ENG-21103,CLI-10280,Rachid El Fassi,Mourabaha Immo,438860.92,180,6.75,77,Debloque,2024-04-18 17:33:37,AG-003
ENG-21104,CLI-10145,Asmaa Hakim,Investissement PME,1909316.79,36,5.7,51,Valide,2025-12-20 11:50:47,AG-004
ENG-21105,CLI-10495,Hind Tazi,Mourabaha Auto,80161.65,60,4.83,53,Debloque,2023-01-21 09:11:11,AG-010
ENG-21106,CLI-10435,Youssef El Fassi,Mourabaha Immo,434284.35,180,4.14,52,Valide,2025-01-27 16:18:11,AG-001
ENG-21107,CLI-10210,Khadija Jai,Credit Tresorerie,225194.92,12,6.35,91,Debloque,2026-08-04 13:46:09,AG-010
ENG-21108,CLI-10114,Asmaa Ouazzani,Mourabaha Immo,435294.73,180,5.76,63,Debloque,2025-03-09 13:32:07,AG-010
ENG-21109,CLI-10065,Fatima Bencheikh,Mourabaha Auto,353842.5,,6.45,88,Debloque,2024-09-13 12:11:07,AG-002
ENG-21110,CLI-10095,Amina Tazi,Mourabaha Auto,377349.9,48,6.99,76,Debloque,2026-04-21 09:41:33,AG-008
ENG-21111,CLI-10280,Rachid El Fassi,Investissement PME,1676155.65,60,7.34,70,Valide,2024-06-14 16:45:05,AG-003
ENG-21112,CLI-10204,Khadija Slaoui,Credit Tresorerie,710057.25,36,4.31,48,En analyse,2026-09-17 11:25:10,AG-003
ENG-21113,CLI-10414,Zineb Idrissi,Mourabaha Auto,296461.68,48,8.81,36,Valide,2025-02-07 14:56:33,AG-003
ENG-21114,CLI-10375,Amine Bennani,Investissement PME,998538.35,60,3.85,88,Debloque,2025-05-01 15:36:02,AG-005
ENG-21115,CLI-10308,Hicham Mouline,Mourabaha Immo,780947.18,240,8.16,90,En analyse,2023-11-15 17:49:18,AG-006
ENG-21116,CLI-10015,Hicham Benjelloun,Credit Tresorerie,83041.29,24,6.38,85,Debloque,2025-02-22 13:43:29,AG-001
ENG-21117,CLI-10307,Khalid Fassi-Fihri,Credit Tresorerie,500039.5,24,5.2,40,Debloque,2023-06-16 16:54:53,AG-001
ENG-21118,CLI-10217,Leila Alaoui,Mourabaha Immo,618445.65,120,8.26,92,Debloque,2026-08-16 08:38:07,AG-008
ENG-21119,CLI-10356,Meryem Slaoui,Mourabaha Auto,171774.38,36,6.7,53,Debloque,2024-01-13 15:41:50,AG-004
ENG-21120,CLI-10274,Hind Benjelloun,Credit Tresorerie,216944.61,24,6.24,76,Debloque,2025-10-01 12:33:08,AG-004
ENG-21121,CLI-10462,Hicham Sbihi,Ijara,310927.28,120,6.76,34,Surveillance,2023-10-05 12:18:45,AG-007
ENG-21122,CLI-10203,Imane Lamrani,Investissement PME,1854677.59,48,,88,Debloque,2024-04-10 16:43:48,AG-004
ENG-21123,CLI-10051,Driss El Amrani,Mourabaha Immo,1016255.86,240,7.46,76,Debloque,2023-06-08 16:16:43,AG-008
ENG-21124,CLI-10107,Hind Lamrani,Ijara,638400.32,180,6.99,56,Debloque,2025-09-19 08:26:01,AG-010
ENG-21125,CLI-10321,Salma Ouazzani,Mourabaha Immo,670143.59,180,5.03,61,Valide,2023-05-16 17:35:36,AG-007
ENG-21126,CLI-10414,Zineb Idrissi,Mourabaha Auto,218897.26,60,5.71,69,Debloque,2024-03-03 16:52:51,AG-003
ENG-21127,CLI-10084,Fatima Fassi-Fihri,Investissement PME,1092781.9,36,8.43,43,Valide,2023-02-01 08:35:36,AG-007
ENG-21128,CLI-10430,Hind Lamrani,Mourabaha Immo,981777.23,240,7.66,83,Contentieux,2024-09-28 16:20:51,AG-004
ENG-21129,CLI-10022,Salma Jai,Ijara,299002.53,240,8.41,75,Debloque,2024-08-08 12:08:03,AG-004
ENG-21130,CLI-10470,Leila Slaoui,Mourabaha Immo,675863.87,180,6.22,49,Valide,2023-10-19 15:31:30,AG-007
ENG-21131,CLI-10374,Karim El Amrani,Mourabaha Auto,435391.36,60,6.28,26,Debloque,2023-12-09 16:53:51,AG-003
ENG-21132,CLI-10112,Nadia Sbihi,Ijara,695177.09,240,6.2,71,Valide,2026-04-25 14:02:31,AG-004
ENG-21133,CLI-10156,Hassan Alaoui,Mourabaha Auto,199501.85,60,6.94,24,Debloque,2023-05-15 16:56:36,AG-008
ENG-21134,CLI-10496,Omar Lamrani,Mourabaha Immo,842302.34,240,7.58,36,Valide,2025-07-15 15:31:38,AG-003
ENG-21135,CLI-10323,Hicham Tazi,Mourabaha Immo,580910.95,180,3.51,58,Valide,2023-10-08 10:05:00,AG-006
ENG-21136,CLI-10423,Khalid Jai,Mourabaha Auto,150220.14,36,3.74,29,En analyse,2023-03-27 11:25:17,AG-001
ENG-21137,CLI-10176,Mohamed Benjelloun,Mourabaha Immo,678328.86,240,4.44,45,Debloque,2025-07-26 12:59:11,AG-006
ENG-21138,CLI-10423,Khalid Jai,Ijara,172855.14,240,7.95,60,Valide,2024-01-12 17:19:34,AG-001
ENG-21139,CLI-10236,Soukaina Berrada,Ijara,588347.42,240,7.08,40,Debloque,2024-06-25 13:00:41,AG-006
ENG-21140,CLI-10303,Driss El Amrani,Mourabaha Auto,312527.84,36,8.99,82,Surveillance,2025-06-09 09:30:23,AG-002
ENG-21141,CLI-10386,Amina Hakim,Mourabaha Immo,416909.55,180,7.55,57,Valide,2025-08-04 17:43:48,AG-005
ENG-21142,CLI-10250,Amine El Fassi,Mourabaha Immo,587036.54,240,8.11,62,Valide,2025-07-03 12:19:17,AG-001
ENG-21143,CLI-10324,Meryem Kabbaj,Mourabaha Auto,476673.8,60,7.59,86,Debloque,2025-12-26 11:38:38,AG-006
ENG-21144,CLI-10216,Amine Kabbaj,Mourabaha Auto,201779.59,24,5.32,66,Debloque,2026-08-16 10:46:45,AG-010
ENG-21145,CLI-10394,Omar Zniber,Credit Tresorerie,259014.86,36,8.68,83,Surveillance,2025-03-16 14:12:16,AG-009
ENG-21146,CLI-10248,Soukaina Benjelloun,Mourabaha Immo,508075.6,120,8.46,81,En analyse,2025-05-22 16:37:01,AG-004
ENG-21147,CLI-10058,Khalid Alaoui,Investissement PME,354798.43,48,7.02,74,Valide,2025-08-10 14:30:23,AG-010
ENG-21148,CLI-10324,Meryem Kabbaj,Investissement PME,1365986.01,48,5.17,73,Valide,2023-03-12 10:50:02,AG-006
ENG-21149,CLI-10410,Khadija Ouazzani,Investissement PME,757104.07,36,6.54,72,Valide,2025-04-08 11:55:17,AG-010
ENG-21150,CLI-10042,Amina Idrissi,Mourabaha Auto,250821.35,36,4.12,25,Debloque,2024-08-17 15:08:32,AG-008
ENG-21151,CLI-10248,Soukaina Benjelloun,Mourabaha Immo,555475.52,180,5.02,51,Valide,2023-06-07 09:24:38,AG-004
ENG-21152,CLI-10174,Amine Slaoui,Mourabaha Auto,209277.87,36,4.78,57,Debloque,2024-09-17 08:23:17,AG-008
ENG-21153,CLI-10426,Hind Erraji,Mourabaha Auto,129236.61,24,4.87,45,Debloque,2025-01-26 10:30:29,AG-007
ENG-21154,CLI-10296,Hicham Tazi,Mourabaha Auto,131036.15,60,6.71,48,Debloque,2023-08-04 10:21:43,AG-004
ENG-21155,CLI-10133,Khadija El Amrani,Mourabaha Immo,879739.81,120,7.23,79,Valide,2026-12-26 08:22:04,AG-007
ENG-21156,CLI-10219,Amine Sbihi,Investissement PME,2137581.76,60,6.19,27,Valide,2023-09-25 17:39:47,AG-004
ENG-21157,CLI-10369,Youssef Ouazzani,Investissement PME,2163519.54,36,7.72,63,Debloque,2026-07-24 09:07:27,AG-009
ENG-21158,CLI-10233,Mohamed Hakim,Mourabaha Immo,580261.39,240,6.6,48,Valide,2023-09-27 12:17:04,AG-001
ENG-21159,CLI-10383,Youssef Jai,Mourabaha Immo,696623.16,180,4.73,54,Debloque,2024-05-14 11:34:23,AG-001
ENG-21160,CLI-10453,Nadia Zniber,Investissement PME,2167361.66,84,5.41,80,En analyse,2026-10-04 09:55:22,AG-004
ENG-21161,CLI-10125,Ahmed El Fassi,Mourabaha Immo,539836.57,180,7.4,31,Valide,2024-10-25 17:26:36,AG-003
ENG-21162,CLI-10288,Zineb Kabbaj,Mourabaha Immo,756828.83,180,4.44,999,En analyse,2026-12-11 17:49:44,AG-009
ENG-21163,CLI-10469,Hicham Alaoui,Investissement PME,1455908.35,84,,49,Debloque,2026-12-16 14:56:04,AG-007
ENG-21164,CLI-10034,Youssef El Fassi,Mourabaha Immo,578518.25,240,7.12,94,Debloque,2023-12-05 17:42:27,AG-010
ENG-21165,CLI-10242,Said Guedira,Mourabaha Immo,998242.08,240,3.52,78,Debloque,2025-12-06 17:04:15,AG-010
